Enjoyment,dân kinh doanh khoái đi chợ này lắm nè
Sadness,tiếc cho mối tình ấy ....
Surprise,nhanh bất ngờ đấy
Enjoyment,tao cũng phải về mở cho mẹ tao coi 😂😂
Enjoyment,hơi bị nhanh trí :))
Enjoyment,giun này mà xào thêm ít xả ớt thì tuyệt cú mèo 🤣
Enjoyment,cưng xỉu ??
Disgust,"ngày trước cái thằng ngồi cạnh nhờ nó né cái mông để lấy cái bút dưới bàn nó nó đéo né . cuối cùng nó phải lên phòng ý tế băng đầu ( lớp 1 🤣) "" tôi đã nợ chàng trai ấy một cái "" đập đầu "" ""🤣"
Disgust,êu tự ý đụng chạm vào người khác đã là vô duyên hãm lồn rồi . nhất là con gái . bọn này ý thức như đách lol
Sadness,nhớ tới mối tình đơn phương !
Fear,dã man quá ..
Disgust,nhẹ tay quá phải hơn nữa  may mắn là nó chưa cắn ai hay làm gì ai
Sadness,per ly trà sen của anh đem qua có ngày nó thành như v đó 😭😭 hức hức ...
Anger,chẳng bù tuổi thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố . gặp mặt tao là đánh với bắt nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó :))) cái phường bất lương
Enjoyment,per my nè kkk
Other,may không có ai trong nhà
Other,ngồi ăn mà 3 đứa cứ nhìn châm châm thế này sao nuốt nổi ??????
Other,có gì vui không nhỉ
Enjoyment,gắn bó thời sinh viên nè
Disgust,thôi mày đừng saolol  hoang tưởng thâm niên à  nó mở mồm ra cái là nó đào cả họ hàng mày nên nó chửi cho biết mặt . nhìn lằm nhìn lốn 😒😒
Enjoyment,haha dần dần phải kiềm chế  khắc phục sẽ không đáng sợ không bằng vũ lực hành động mà nói đâu chết đó :)) kaka
Sadness,vì mình chỉ là giờ giải lao trong một hiệp chơi chính của họ
Fear,sợ thế
Enjoyment,hihi mắc cười quá
Enjoyment,per anh không nặn đi  mai mốt nó sẽ chaii dầy nè hihii :)))
Other,bn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he .. n .... tai :v
Disgust,đi chơi còn bỏ quên cả não ấy
Fear,hú hồn chim én :) nào làm ra này chắc cũng ngáo dữ :) chắc add không sợ nhện :)
Enjoyment,yêu dã man kkk
Disgust,đất nước bao nhiêu khoản phải tri trả  nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng  các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt  bảo dân trí thấp lại tự ái :))
Other,chỉ là nghe bạn nói  chẳng thấy bằng chứng đâu
Anger,hành nó đưa đèn ông sao lên nữa chứ  ác vãi  ta nhớ lại còn cay ?
Surprise,đẹp trai mà bị đá à =))
Sadness,kiểu định share vì thấy tinh thần khá hơn nhưng đọc bình luận xong kiểu nhiều đứa còn tiêu cực hơn mình :<
Other,đắt quá thôi không ly hôn nữa
Disgust,thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta
Fear,"gặp cái này "" sun "" mẹ nó vào ... :))"
Fear,chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét  sau đó bị trầm cảm .
Sadness,bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu
Disgust,nhưng mà người khác nhìn vào bảo thế là lẳng lơ
Other,nhìn 2 đôi giày đó mà nói 1967 .... thôi thôi !!!!
Other,chẳng ai biết và riêng mình càng không muốn biết !
Enjoyment,per đoạn thằng kia tán trái sầu riêng  không trượt phát nào 🤣🤣
Other,đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =))
Disgust,bài lồn đó nghe hãm vãi đéo hiểu sao lại thích
Surprise,per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...
Anger,bạn khốn nạn
Sadness,t mới tính tới bước thất bại chưa tính tới thành công :))
Sadness,còn buồn hơn là cố quan tâm thế nào họ vẫn không hề rep lại
Sadness,h chỉ pk nhìn họ bên người khác :((
Sadness,tao cũng vậy nè . lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ . mệt mỏi
Disgust,66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được  phát không
Enjoyment,buồn cười 😂😂
Enjoyment,cãi tay đôi luôn hahhaa
Enjoyment,cứ mỗi lần cắt tóc xong tao lại thấy biết ơn bố mẹ vì đã sinh ra tao đzai vãi :)))
Other,buồn nào rồi cũng sẽ qua chỉ có buồn ngủ không tha ngày nào thôi
Enjoyment,per =))))) đúng kiểu sáng tạo :))
Disgust,cắt cái tai vứt mẹ cho rồi  gớm chết mẹ
Sadness,ai nói kết có hậu  đầu khấc mất vợ tương lai kia kìa
Disgust,"hồi trước nghe câu : "" gái ham tài  trai ham sắc "" nên cố học hành cho nó ham  ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng ."
Fear,thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3
Disgust,per đã thích phá game còn thích hổ báo
Other,thật ra nó không quên đường về nhà đâu  nó muốn đi bụi thôi
Sadness,t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn
Disgust,đmm cái quần ngàn thu
Other,per bài của anh luôn nè
Other,nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :)
Anger,xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe ́ o đa ́ không đâu
Enjoyment,em này xinh vãi các bác ạ .
Other,thì ghi bằng tay phải cho nhanh
Enjoyment,đáng iêu vãi =]]
Surprise,anh tây nói tiếng việt giỏi thiệt .
Sadness,có người đến gần cuối đời rồi vẫn còn khổ ! :(
Anger,mày xuống thì xuống mẹ mày đi . ngứa cả mắt 😩😩😩😩😩
Enjoyment,phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍
Disgust,dume về bố lại táng cho bờm đầu  có thể là lần cuối được đi xem đá bóng của cháu nó :))
Disgust,làm như đứa con gái nào cũng ham tiền . gái tốt thíu gì
Other,"khuyến cáo "" đừng nên học võ khi không có tiền mua dụng cụ "" per"
Disgust,hết muốn ăn luôn
Enjoyment,vợ chồng đã hiểu và sống tốt . thì với tôi ngày nào cũng là ngày tao / y .
Anger,gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt
Disgust,tha cho cô chú đó đi
Enjoyment,những người trẻ với tấm lòng nhân hậu  các bạn thật đáng yêu .
Enjoyment,nghe cũng đúng đúng :))
Enjoyment,chuẩn
Anger,trung thu là tết thiếu nhi  yêu đường gì liên quan ở đây .. gấu với chả bò
Enjoyment,waooooo . hợp lí ghe
Sadness,nhìn thôi đã đau lòng
Other,ở miền nam nó vẫn không được giá như trước nhưng cũng dư giả
Fear,per sợ nhện đúng không :))
Other,per sau khi cưới
Anger,per bắt được chắc nó mềm xương  chơi mất dạy 😔😔
Disgust,con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️
Fear,mấy nay tao cũng bị ám ảnh
Sadness,có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết  làm đánh đít xong cả tiếng trời không hết
Enjoyment,nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay
Other,đúng rồi  tưởng vậy nhưng hóa ra không phải ...
Enjoyment,dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka
Disgust,phải người vô ý thức  đành rằng người ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn trọng người khác  có tôn trọng người thì người mới tôn trọng mình . kể cả người ta đi ăn xin mình cũng cho đoàng hoàng chứ không thể cầm tiền quăng cái víu vào người ta được
Disgust,rồi các em cũng ăn cứt thôi :))
Fear,ukm . nguy hiểm thật :'<
Disgust,quá độc ác
Sadness,per tao đã làm cho mày đau lòng nhiều lắm ư 🤔
Disgust,đi tù thôi các cháu
Disgust,ghê tởm  ông thầy đó 🙄
Other,mày đúng là nên gặp bác sĩ tâm lý  và hoàn toàn nghe theo bác sĩ
Fear,đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn
Other,đôi khi công việc không áp lực .... nhưng chính môi trường làm mọi thứ trở nên áp lực
Anger,hỏi lồn gì lắm thế
Surprise,bài này hay quá
Sadness,hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu mè cho đẹp xong lên trả bài bị bà cô trừ điểm ????
Anger,giơ cao đánh khẽ  cảnh cáo cho có lệ
Enjoyment,tao thầy mày cười hí hửng vại mà ?
Sadness,gần 1h đêm là con trai mà xem xong nói chuyện mắt vẫn rỡi 😔😔
Sadness,mới có 3 năm thôi mà ... vậy mà chúng ta còn không tụ họp được lần nào cả
Disgust,những người như thế này tử hình
Enjoyment,ngôn tình từ anh mà ra
Disgust,đm phí hết sức :((
Sadness,🙁 bị rớt tiền
Disgust,"tôi kể các bạn nghe 1 chuyện có dính 1 tý với caphe tn : chuyện thế này ba vợ tôi có 1 người bạn rất khó khắn nghèo và đang trốn nợ  ba tôi cho ông chiếc xe máy củ để đi xe ôm . vợ chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm công cho nhà máy caphe tn trong 4 năm học được nghề làm caphe và sáng lập caphe tuấn kiệt caphe công thức y chang tn bán hợp lý hơn ! ngày nay ông chủ tuấn kiệt đã là 1 đại gia có nhà máy ở sốc trăng  ông ấy đi tìm và trả nợ từng người ơn của mình ! mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn nhậu ! trong lúc ngà ngà ông ấy nói "" em chả bao giờ uống caphe của em làm  tn cũng vậy "" thế đó"
Enjoyment,mong mai sau cũng được như ông bà
Disgust,nó ngáo đá . nay nó leo cột điện . mợ cứu nó xuống mai nó làm vài mạng người
Sadness,nó cười với người khác chứ * beep * phải tao :((
Enjoyment,xem lại quá nhiều lần đến nỗi không nhớ nổi . vì phim quá hay và ý nghĩa .
Enjoyment,ahihi khá là buồn cười
Enjoyment,t ngắm người yêu tao cười mà càng ngắm tao càng yêu lúc giận cơ nhìn muốn cắn cho mấy phát tao bị cuồng người yêu rồi cái
Disgust,đừng có xàm lồn trên này
Anger,gặp tao tao thuê giang hồ tới chém hết cả nhà nó luôn
Anger,địt mẹ mày viết lên chỗ nào nước đéo tới ấy  ngulon
Sadness,những thứ tưởng chừng như rất đẹp nhưng kbh được trọn vẹn  cuối cùng để lại chỉ là những kỉ niệm đã từng :))
Enjoyment,ba chàng ngốc  phim ấn độ  cực hài  cực cảm động và ý nghĩa nhé
Enjoyment,1 bộ phim phải nói trên cả tuyệt vời  xem đi xem lại cả chục lần rồi mà không ngán
Sadness,bây giờ tao lấy chồng rồi còn không có cơ hội ngủ với em gái 😫
Enjoyment,cái mặt cưng xĩu
Enjoyment,per đây là chúng mềnh 🤪🤪
Disgust,ngu như mày thì khỏe
Fear,không biết có ai ở trong ngôi nhà không
Other,hình như cũng mới có vụ bể bình dâu tằm
Sadness,tao bị biến dạng luôn một tay
Sadness,mai đi học mà mình quên cách cầm bút rồi huhu :<
Surprise,chời ơi gì vậy ở giây thứ cuối cùng anh em nha :)))
Disgust,nó chi ̉ muô ́ n tâm sư ̣ chư ́ thi ́ ch me ́ o đâu ma ̀ thi ́ ch
Sadness,per mỏi chân quái :v
Disgust,đúng là không sợ địch mạnh  chỉ sợ chỉ huy ngu như bò
Disgust,về việt nam thì gọi nó là ngáo chó
Fear,per con nhện cản bước bé xuống cầu thang =)))))
Fear,cả 2 loại người này đều đáng sợ !
Enjoyment,đm cười ĩa
Enjoyment,per hôn nhẹ lên má nha 🤣
Sadness,có lần ba tao mua bánh kem sinh nhật cho tao  lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶
Enjoyment,con dựt gái đây sao hahaha
Surprise,hot đến vậy cơ à ? mình chưa nghe bao giờ luôn .
Sadness,cả thế giới biết toau crush mày  còn mày thì íu nhận ra 😐
Disgust,vô ý thức
Disgust,cưỡng hôn 200 nghìn  thu trăm tỷ phạt 5 triệu  đói trộm 2 cái bánh mỳ 45k phạt đi tù
Enjoyment,chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . 😊😊😊
Anger,phim cắt mất đoạn hay của manga rồi dume
Anger,đang ăn . nói nói con cặc 😒😒
Other,tôm này vào là nó diệt hết tôm bản địa luôn
Sadness,bởi vì anh đã gặp em đúng lúc  đúng lúc đó em đã có người thương ...
Enjoyment,tại sao phải đứng ngồi nhìn ? lên bankon cột võng nằm coi mới đã ..
Surprise,loại bi này ngon quá  vừa uống
Sadness,10 đứa bạn thì có 9 đứa là con trai rồi . sau nhiều năm kinh nghiệm thì chơi với nhiều trai thì sẽ bị ế muôn đời muôn kiếp . haizaaa ...
Enjoyment,xem đi xem lại không chán  best của best 😭
Other,tán mãi mới đổ muốn chia tay cũng phải từ từ
Surprise,gấu của thằng da đen ngon vkl  mà công nhận chạy nhanh vãi
Enjoyment,đag bị cuồng mấy video của chế này . ai có ngoài video này tag cho mình xem với nhé 😂😂
Other,học rmit thì chắc chắn là gia phả nhà nó giàu vcd rồi . thế thì chọn thằng có tiền học bổng chứ còn gì nữa -))
Disgust,tại sao không áp dụng khoảng 2 điều 320 luật hình sự 2015 phạt tù từ 3 - 10 năm về tội hành nghề mê tín dị đoan gây ảnh hưởng xấu đến an ninh trật tự và an toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay là vong đòi phạt hành chính 5tr thôi 😬
Other,per hình như nhà bác có 01 chiếc thì phải ?
Disgust,soi mà không đủ tiền mua thì soi làm gì
Other,làm sao tôi có thể yêu được loài người đây ???
Fear,trong nhà không biết có ai không nữa ? sập quả này sợ thật đấy
Disgust,toàn lũ chó thèm khát
Other,per nhu cầu của mày khoái xem mấy video này nên tao tag mày
Sadness,và cuối cùng là được đối xử như một thằng con trai luôn ..
Disgust,chỉ tại nó không có ai để nói chuyện nên nói chuyện với mày giết thời gian thôi . ai bỉu mày tưởng tượng chi
Surprise,sao nhiều thằng cưa bàn giống tao vậy ??
Enjoyment,ngày trước mình qua singapore cũng vậy . dư hành lý 2 chi em mă ̣ c 4 bộ lên người kkk
Fear,tuổi lồn hù được bố m
Enjoyment,per kìa 3 chị em vào mà hốt hàng về đi chứ hâha
Sadness,"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ..."
Enjoyment,may mà còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka
Enjoyment,cười lộn ruột
Other,chờ thằng kia lật mặt mãi không thấy
Other,thật ra đàn ông ghen nhiều hơn phụ nữ đấy chứ
Enjoyment,rất có tố chất . liên đoàn xe đạp việt nam có thể liên hệ để đào tạo được đấy
Enjoyment,nhắn với người yêu còn đéo nhẹ nhàng như vậy =))
Disgust,chơi khăm vãi thế ba
Sadness,tớ chỉ an ủi bạn í thôi mà :(
Disgust,cha mẹ cho ta cả cuộc đời rồi còn than gì nữa
Disgust,alo ở đây có thằng điên mày à . đến bắt nó hộ tao phát
Enjoyment,thích bài này lắm lun . thuộc lun
Enjoyment,nhìn mày thế kia đến tao còn thích ngủ cùng huống gì em mày
Enjoyment,per hihi học ở đâu không quan trọng  quan trọng là bọn mình luôn có nhau hihi
Other,lúc đi họp lớp thì đếu thấy ai
Sadness,gặp em đúng lúc nhưng sao anh vẫn thấy mình cô đơn quá .
Other,mua được bộ đồ cho tết điệu đà tán gái mà như thế nào đây thì tán sao được
Other,chua cay bùi ngọt mặn cái chả có .
Enjoyment,nó lại dễ con ạ :v
Surprise,chi tiết đẹp đấy
Other,đm đi học bị mấy con điên này đuổi cắn  dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay chân . thứ dòng đỹ gì đâu á :))
Other,bếp lò xô nấu bằng dầu hôi đây mà !
Fear,per dume đái trong quần
Disgust,người ta dùng kiến lá  ông lại dùng kiến cứt thì thua ông rồi
Sadness,rớt giá kinh khủng khiếp huhu
Enjoyment,mai đến phòng đi tập luôn
Disgust,per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa . vl không chị đọc thấy viết khập khiễng quá :)))
Enjoyment,aw giống tao vậy =))) mấy thứ linh tinh tao còn để nguyên vào 1 cái hộp bự cơ
Enjoyment,🤣🤣🤣🤣 bo tay chấm cơm . hahaha
Other,giờ mới biết
Fear,cmt thế thôi chứ thật ra còn trả dám ấn vào video để xem . đời tao tởm nhất là lũ nhện mà hay gặp vãi :((((
Anger,cái loại ngu si này nên nhốt nó tù chung thân lao động công ích cho nhà tù để giúp ích lại những cái nó đã phá hoại
Anger,mẹ con điên
Enjoyment,tuyệt vời . aeon mall có khác
Disgust,loạn luân cũng được . đcm ạ
Sadness,tội cả con quá 😭😭 một lũ vô nhân tính đã hủy hoại những mầm non tương lai .
Enjoyment,là con bé con điên khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng :))))))
Disgust,mịa thằng ghép nhạc :))))
Other,chợt nhớ câu hát ông bà anh yêu nhau thời chưa có xe hơi ...
Disgust,thôi ctay đi chứ yêu con người như này chả chết vì bệnh mà chết vì vô tâm mất
Sadness,per người đừng hành hạ tuôi như thế nào nữa
Enjoyment,lạc quan lên cưng ❤
Disgust,cách xử lý của cô chủ nhiệm quá tồi .
Other,bọn chủ tịch đến chưa chúng mày ?
Other,giống tao nhưng tay trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân biệt thôi chứ kêu phải ứng liền là không được
Enjoyment,vào sg 50k / không cũng mua . 100k / không cũng mua ! ha ha
Enjoyment,nó lại hợp lí vãi
Disgust,quỳ vậy thôi có gì mà phạt giáo viên nhỉ  riết phụ huynh giờ thấy làm quá đáng thiệt
Disgust,lớp tao tỉnh rụi . đi học chứ có phải đi chết đéo đâu mà khóc lóc :)
Enjoyment,ngày xưa mỗi lần tao làm ồn là ngoại tao liền la hoặc lấy roi đánh 😅 nhưng lúc đó vui lắm 😊
Sadness,em cũng đi lead này  nhưng đừng gọi em là ninja được không  xin luôn đấy
Enjoyment,tự nhiên nhớ cái cảnh 2 con bánh bèo bị ngỗng dí quá 😅😅 per
Fear,thề nhìn họ hôn nhau thôi mà nổi hết gai ốc . chưa dám nghĩ tới xxx . chắc thốn lắm . lạnh sống lưng thật .
Enjoyment,dù s đi nữa thì mày vẫn xinh . cố lên
Enjoyment,sài gòn vẫn có cách sống rất nhân văn .
Disgust,đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ
Enjoyment,thật vi diệu
Other,nuôi sao mà trông béo tốt thế kia :v chỉ bí quyết đi
Disgust,agribank thì bình quân bao nhiêu nhỉ . mấy cán bộ agri thấy hách lắm .
Enjoyment,ly hôn kiểu này thì không cần tới bước cuối cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi ... kkkk
Anger,nhìn mặt đã thấy hãm  mọi người chửi bỏ mẹ con mẹ phụ huynh đi
Sadness,mày không được ăn đồ chua nhưng phòng toàn xoài chua :(
Disgust,per bày đặt ngày hôm qua đã từng đồ
Enjoyment,sau khi bố xem video của con xong thì bố rút ra 1 điều . bố không chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con cả ngày thân ái ... yêu con
Sadness,có đứa nào hồi bé không biết nấu còn tranh làm rồi quên không đổ nước như tao không :)))
Enjoyment,đỉnh của đỉnh 🙂
Other,các bác cứ tích cực vào . em chả quan tâm
Disgust,ở việt nam mà vác dao rạch tại chỗ thể này người nhà nó chả đấm cho sưng mõm rồi 🌝
Anger,trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại  kiểm tra xem có thêm cái sừng nào không ?
Other,per tao nghĩ nên triệt sản mày
Surprise,rẻ nhỉ  sao có thể giảm tới mức đó vậy ta
Enjoyment,có rồi mà  nghén rồi nè hihi
Other,qtrong là mày phải có tiền chứ nghèo xem
Sadness,anh đừng bỏ em đi mà 😢
Enjoyment,người ghép có tâm 😁😁
Other,per hôm nào chụp kiểu nhỉ .
Sadness,per bất hạnh vãi  mà tao với mày đéo tạo được niềm vui :v
Disgust,gu âm nhạc óc chó mới nghr cái bài này . toàn đú theo mấy cái thể loại hãm
Other,mỗi năm cũng xem lại đôi lần
Enjoyment,per cảm ơn mọi người . do em thích mấy cái văn hoá tưng vùng để tìm hiểu
Sadness,hu hu đã bị chụp
Disgust,con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌
Disgust,ngu không chịu được
Sadness,per hồi ở tam kì hay nghe ... giờ nghe lại buồn ds
Enjoyment,bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ??
Fear,huhu sợ vãi luôn á
Disgust,hỏng rồi . dùng đồ như phá
Anger,chỉ có bạo lực mới giải quyết được bạo lực  tao mà làm luật tao sẽ hạ tuổi người lớn là 13 tuổi  đem nó lao động khổ sai 10 năn
Sadness,tao nhiều tài lắm .. nhưng tài sản còn cái mạng què và đôi tay trắng 😭😭
Other,có ai bịt loa như tao không 😁
Other,mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé  đừng chen đẩy kiểu bố láo  thằng đẩy tao đã bị xơi cùi trỏ rồi đấy 
Other,nhìn là thấy nóng rồi
Anger,làm con người còn sức khoẻ  còn lành lặn mà vác mặt vào ăn cơm từ thiện thì chết con mẹ nó đi cho đỡ chật đất  cơm này dành cho những người không còn khả năng lao động  hoặc vô gia cư và hoàn cảnh quá khó khăn thôi
Other,tự hỏi rằng những bạn nữ như thế nào thì họ có còn thích con trai không nhỉ 🤔
Enjoyment,cặp phụ lúc nào cũng đáng yêu .
Sadness,pháp không còn khoảng thời gian bình yên nữa rồi
Enjoyment,con ước mình cũng có 1 tình yêu đẹp như ông bà vậy < 3
Surprise,cô giáo là người nhà của mấy đứa đầu gấu à =)))))
Disgust,tôi cũng thấy điêu điêu  nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi .
Anger,phải con tao tao cho cả lũ chó cụt tay hết !
Enjoyment,cưng chết
Other,con gái hiện giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂
Other,per đường đi về anh ợ  ô tô chắn hết đg chả đi được ??
Disgust,ghê vậy
Enjoyment,nếu không có khúc cua cuối thì video này ý nghĩa đó chớ 🤣🤣
Enjoyment,dễ thương . cứ yêu đi ngại gì .
Enjoyment,hay lắm :)))
Sadness,dume con ế đọc tổn thương sâu con mẹ nó sắc :((
Disgust,chắc ông này không có vợ :))
Enjoyment,coi phim này không .. dễ thương lắm ..
Enjoyment,đúng vậy . haha
Other,tại sao cứ đa số là trèo cột điện với mái nhà nhỉ . ai giải thích mình với ??
Anger,lâu lắm rồi mà gio mới xử phạt
Enjoyment,đáng yêu quá
Enjoyment,tuần sau nữa mới học =)))
Enjoyment,per sợ chưa  ông bác hơi bị cứng nhé :))))
Other,phàm là việc đại sự trong thiên hạ  cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!
Anger,bọn hại người không gươm không dao . bọn tiêu diệt nguồn lực tương lai của dân tộc . nên đưa tội thực phẩm bẩn vào khung tử hình đi . mong nhà nước thay đổi một số luật định đi .
Other,per bữa nào làm thử mày
Other,cần 1 thời gian dài thật dài nữa thì ý thức mới đi lên được
Fear,"trên đường tao đi làm cũng có 2 con  mỗi lần chay tới là nó vương cổ ra như kiểu muốn hút tao trong khi tao không làm gì nó  cứ mỗi lần chạy tới là tao cách ly cả "" nghìn mét "" với nó  thấy nó sợ bỏ mẹ . đúng chất con ngang"
Other,đội nào cũng xứng đáng hơi tiếc cho per
Enjoyment,:))) có thật nhiều tiền là vui
Enjoyment,anw  vote cho anh vũ
Enjoyment,ý là giọng quê tao đó hã
Sadness,tao thì ngược lại .. cắt xong nhìn như thằng trốn trại vậy
Enjoyment,chúc mừng cp . cố lên cp .
Sadness,đáng tiếc đời không như là mơ . thực tế sẽ vả vào mặt cho mày tỉnh ra :(
Disgust,con cháu việt nam nhục nhã vãi
Sadness,những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu
Fear,cíu tao khỏi hai tên đồng nghiệp bị crazy huhu
Disgust,thứ kém sang ngồi ăn ngay cạnh tao  có biết tao đang giảm cân không
Sadness,điều đó không quan trọng  quan trọng là đéo xác nhận lời mời kết bạn
Fear,rớt vô đây chắc chắc khóc tiếng thái lan
Disgust,vì có mối ngon hơn chứ saoooo :(
Other,per đó đi chơi nhiều dô hỏi sao da đen -.-
Sadness,t quá mệt mỏi với cuộc sống này rồi 😓
Sadness,anh luôn nghĩ thế giới này không có gì đáng sợ  cho đến khi anh không còn thấy em nữa
Other,thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ
Fear,rồi mấy đứa chân ngắn đi chắc dập người hết . bay qua sao nổi =))))
Enjoyment,đi viện mà tưng tưng ăn uống được là tốt rồi  mừng mày sớm ra viện nhé cô
Enjoyment,mấy chị làm chung rất ư là dễ thương luôn
Enjoyment,em nó đây nha các bác . kkkkk :)))))
Disgust,gớm . vi khuẩn vi rút vi trùng vi lung tung beng nấp hết trong đó nhìn nổi da gà .
Disgust,xây làm tưởng xây cái chỗ ỉa chứ
Surprise,không hiểu tại sao bản thân có thể chịu đựng được
Fear,ghê quá đi
Anger,đem con bọn mày đến đây tao cho ăn cơm mốc rồi cảnh cáo tao rút kinh nghiệm thôi nha
Sadness,tao không tin đâu hiccc =(((
Sadness,tao cũng hao mòn nhan sắc như này
Enjoyment,thằng nhỏ mạnh vãi
Other,lại là bài nhạc huyền thoại trong xe hơi :3
Enjoyment,mình thì # mình chỉ mong chồng tốt thương yêu vợ con gia đình ! gia đình lúc nào cũng vui vẻ hạnh phúc thì ngày nào cũng là ngày ( tình yêu )
Enjoyment,kiểu lâu lâu cũng không được nhắn tin cho ai như thế nên cũng muốn tình cảm xíu =)))) biết đâu
Disgust,nó quan tâm mày là lúc nó cô đơn quá và mày vô tình đi ngang đời nó thôi
Enjoyment,per nhớ ghê á nha 😂
Enjoyment,nơi ấy giữ lại những kí ức tuyệt vời
Anger,mày xây luôn đi chắn biển cho tao . xây xomg muốn viết lồn gì thì viết
Disgust,vậy mà trên đời có 1 loại cha vứt bỏ con mình .
Sadness,chia buồn cùng nước pháp
Disgust,ma thì làm sao đáng sợ bằng vợ hả người anh em thiện lành ??????
Enjoyment,quá tuyệt vời rồi các chàng traiiii
Disgust,ngây thơ vãi =))
Disgust,t chỉ có 1 năm thôi cũng phát ngán lên được . đúng là không đi làm ở nhà mang danh kẻ ăn bám
Sadness,đoạn cuối hình như nó khóc
Other,đừng bao giờ chơi trò giận dỗi với lũ con gái :))
Sadness,per như một cú tát vào mặt  đau lòng quá đi
Sadness,địt mẹ vừa đi ép lại kính xong giờ tan con mẹ nó cái kính rồi 200k của bà mày đấyyyyy !!!!!
Other,trừ khi đường có biển cấm dừng đỗ thì mới không được đỗ  còn có phải phố nào cũng kẻ ô cho ô tô đỗ đâu
Anger,dume mệt mỏi thật sự
Enjoyment,cũng có nơi gia đình khá giả mới có nó !
Other,bởi đi mua cái gì cũng phải chọn chỗ uy tín
Enjoyment,chơi game :v cấp 2 trộm tiền bố mẹ đốt gần 10tr vào game  cuối áy náy không chơi nữa nên ngồi bán nick được khoảng 2tr cũng gọi là thu nhập đầu tiên :v
